"","ftTrumpPre","ftTrumpPost","age"
"5585",5,0,35
"5586",70,100,43
"5587",85,85,73
"5588",30,40,30
"5589",50,0,28
"5590",0,0,31
"5591",60,80,54
"5592",100,-6,43
"5593",0,0,40
"5594",0,0,66
"5595",60,70,32
"5596",100,100,-9
"5597",50,30,58
"5598",0,0,34
"5599",85,85,78
"5600",50,50,35
"5601",15,0,39
"5602",0,0,61
"5603",0,0,59
"5604",15,0,47
"5605",90,70,59
"5606",100,100,21
"5607",0,0,37
"5608",0,0,22
"5609",0,0,49
"5610",95,100,31
"5611",0,0,21
"5612",10,15,32
"5613",0,0,73
"5614",0,0,42
"5615",100,100,42
"5616",-9,0,51
"5617",15,15,42
"5618",0,0,65
"5619",15,15,57
"5620",0,0,70
"5621",15,15,65
"5622",65,-6,28
"5623",0,0,60
"5624",0,15,63
"5625",85,85,80
"5626",95,100,59
"5627",10,30,47
"5628",0,-6,71
"5629",85,85,-9
"5630",0,40,69
"5631",0,0,32
"5632",0,0,66
"5633",70,15,67
"5634",0,0,36
"5635",0,0,53
"5636",0,0,56
"5637",0,0,66
"5638",85,40,26
"5639",60,40,-9
"5640",40,70,24
"5641",65,40,29
"5642",100,100,60
"5643",85,100,51
"5644",70,40,76
"5645",60,30,38
"5646",-9,50,27
"5647",0,-6,64
"5648",70,-6,53
"5649",100,100,49
"5650",85,100,47
"5651",65,70,73
"5652",10,5,44
"5653",0,0,24
"5654",60,60,66
"5655",100,100,53
"5656",0,0,36
"5657",0,15,41
"5658",0,0,43
"5659",0,-6,26
"5660",0,0,58
"5661",0,0,60
"5662",0,0,76
"5663",85,35,30
"5664",100,100,65
"5665",85,-6,57
"5666",100,70,49
"5667",-9,40,-9
"5668",85,85,74
"5669",0,0,66
"5670",0,-6,53
"5671",0,0,60
"5672",100,80,54
"5673",0,0,59
"5674",0,6,29
"5675",60,70,27
"5676",15,30,60
"5677",70,-9,64
"5678",100,70,56
"5679",0,-6,48
"5680",0,0,48
"5681",70,100,80
"5682",85,100,75
"5683",85,85,47
"5684",70,60,43
"5685",100,100,80
"5686",40,15,41
"5687",95,89,72
"5688",85,100,69
"5689",0,20,51
"5690",85,75,57
"5691",100,-6,30
"5692",15,15,70
"5693",30,30,61
"5694",0,0,79
"5695",0,15,41
"5696",0,0,74
"5697",100,100,30
"5698",0,0,19
"5699",40,-6,49
"5700",15,10,76
"5701",30,15,56
"5702",50,50,35
"5703",70,50,29
"5704",-9,15,-9
"5705",100,100,53
"5706",0,0,58
"5707",-9,0,38
"5708",100,100,71
"5709",30,40,45
"5710",70,85,70
"5711",50,70,57
"5712",75,90,34
"5713",0,0,59
"5714",100,100,67
"5715",0,0,30
"5716",50,0,-9
"5717",0,0,60
"5718",0,0,80
"5719",100,100,65
"5720",70,40,36
"5721",70,70,54
"5722",0,-6,-9
"5723",85,85,75
"5724",0,0,41
"5725",0,0,45
"5726",100,85,80
"5727",0,15,27
"5728",0,0,65
"5729",85,100,68
"5730",85,100,70
"5731",0,70,34
"5732",0,0,70
"5733",30,40,26
"5734",40,0,-9
"5735",40,15,75
"5736",85,15,-9
"5737",50,50,19
"5738",0,0,61
"5739",-9,50,66
"5740",100,100,74
"5741",0,0,76
"5742",90,100,80
"5743",100,86,67
"5744",85,85,57
"5745",0,-6,39
"5746",50,50,32
"5747",0,-6,62
"5748",60,15,76
"5749",20,30,58
"5750",0,0,73
"5751",30,15,59
"5752",60,60,28
"5753",0,-6,29
"5754",0,0,71
"5755",85,100,69
"5756",30,40,34
"5757",70,85,25
"5758",-9,0,68
"5759",85,-6,-9
"5760",40,30,55
"5761",100,100,24
"5762",-9,85,72
"5763",0,100,36
"5764",0,0,62
"5765",15,5,45
"5766",0,0,38
"5767",0,0,60
"5768",85,85,62
"5769",100,40,54
"5770",15,15,54
"5771",0,0,33
"5772",100,85,46
"5773",85,85,80
"5774",0,0,54
"5775",85,-7,44
"5776",100,100,58
"5777",0,0,20
"5778",100,100,50
"5779",100,85,-9
"5780",30,0,53
"5781",95,100,36
"5782",30,15,39
"5783",0,1,62
"5784",0,0,38
"5785",0,1,50
"5786",0,40,64
"5787",-9,0,64
"5788",15,40,44
"5789",60,60,75
"5790",85,85,63
"5791",40,51,-9
"5792",100,85,38
"5793",100,-6,19
"5794",0,0,67
"5795",70,60,37
"5796",0,0,56
"5797",85,-6,35
"5798",85,0,25
"5799",60,50,80
"5800",0,0,37
"5801",40,30,77
"5802",85,85,54
"5803",85,-6,80
"5804",50,100,62
"5805",0,0,38
"5806",5,0,80
"5807",100,100,32
"5808",0,15,54
"5809",100,100,67
"5810",90,-6,46
"5811",70,45,29
"5812",-9,0,49
"5813",100,85,80
"5814",15,0,27
"5815",100,70,45
"5816",0,0,52
"5817",0,0,22
"5818",10,0,37
"5819",85,85,67
"5820",55,50,22
"5821",100,70,27
"5822",0,15,33
"5823",85,85,58
"5824",0,0,59
"5825",15,0,26
"5826",70,60,59
"5827",60,15,80
"5828",0,0,41
"5829",0,0,48
"5830",0,0,69
"5831",0,0,-9
"5832",15,0,65
"5833",0,0,64
"5834",0,0,79
"5835",0,15,39
"5836",60,60,48
"5837",0,0,66
"5838",100,100,67
"5839",100,100,24
"5840",50,40,52
"5841",0,0,73
"5842",10,0,69
"5843",100,100,55
"5844",10,0,37
"5845",60,60,51
"5846",100,100,24
"5847",100,100,31
"5848",-9,-6,-9
"5849",70,-6,42
"5850",60,60,36
"5851",0,0,58
"5852",0,0,30
"5853",15,15,26
"5854",100,100,68
"5855",0,0,67
"5856",0,0,62
"5857",5,15,26
"5858",0,0,35
"5859",60,55,31
"5860",15,30,33
"5861",0,0,59
"5862",0,0,28
"5863",85,30,39
"5864",30,30,19
"5865",15,-6,-9
"5866",60,60,46
"5867",85,15,62
"5868",60,50,20
"5869",0,0,66
"5870",50,15,41
"5871",85,70,42
"5872",100,85,33
"5873",50,78,34
"5874",0,0,38
"5875",0,0,38
"5876",0,0,66
"5877",0,15,39
"5878",0,5,27
"5879",60,85,65
"5880",85,100,36
"5881",0,-9,30
"5882",0,0,49
"5883",100,-7,50
"5884",-9,85,80
"5885",30,60,42
"5886",100,85,80
"5887",0,0,72
"5888",0,0,45
"5889",100,-6,58
"5890",60,100,68
"5891",0,-6,37
"5892",100,100,62
"5893",0,0,80
"5894",0,0,73
"5895",30,0,79
"5896",95,85,55
"5897",40,15,73
"5898",100,100,80
"5899",10,0,47
"5900",40,15,21
"5901",15,0,68
"5902",0,0,37
"5903",80,70,61
"5904",85,85,77
"5905",100,100,53
"5906",0,0,-9
"5907",0,0,61
"5908",0,0,43
"5909",30,30,69
"5910",40,3,-9
"5911",100,100,53
"5912",75,30,55
"5913",15,0,69
"5914",60,60,53
"5915",90,90,64
"5916",0,0,56
"5917",0,0,60
"5918",100,85,-9
"5919",50,-6,24
"5920",0,0,66
"5921",85,85,38
"5922",70,85,-9
"5923",0,0,77
"5924",85,60,75
"5925",0,0,53
"5926",90,70,60
"5927",0,-6,-9
"5928",0,0,73
"5929",70,85,77
"5930",70,85,32
"5931",75,85,40
"5932",60,-6,42
"5933",15,-6,60
"5934",0,0,53
"5935",30,30,65
"5936",0,0,42
"5937",0,0,60
"5938",70,60,59
"5939",0,0,76
"5940",100,100,55
"5941",0,0,44
"5942",0,0,-9
"5943",50,85,66
"5944",70,100,62
"5945",-9,-5,75
"5946",0,0,35
"5947",0,0,47
"5948",70,60,52
"5949",0,0,61
"5950",40,0,27
"5951",70,85,43
"5952",0,1,29
"5953",100,100,73
"5954",70,40,54
"5955",50,50,50
"5956",0,0,56
"5957",100,-6,76
"5958",100,100,-9
"5959",85,100,40
"5960",0,0,68
"5961",85,90,63
"5962",75,70,64
"5963",0,-6,59
"5964",0,0,25
"5965",30,30,29
"5966",15,0,68
"5967",30,-6,36
"5968",0,0,56
"5969",15,15,80
"5970",60,60,-9
"5971",0,0,24
"5972",15,0,32
"5973",0,15,-9
"5974",50,15,-9
"5975",15,0,26
"5976",0,15,64
"5977",50,85,80
"5978",100,100,59
"5979",0,15,79
"5980",85,-5,39
"5981",0,0,80
"5982",30,30,23
"5983",0,0,65
"5984",0,0,62
"5985",85,60,63
"5986",100,-6,-9
"5987",0,0,28
"5988",15,-6,62
"5989",0,0,80
"5990",100,100,65
"5991",0,0,38
"5992",85,70,41
"5993",0,40,33
"5994",0,0,64
"5995",100,95,46
"5996",70,75,80
"5997",0,0,61
"5998",15,15,80
"5999",70,85,31
"6000",15,15,23
"6001",0,0,63
"6002",0,15,47
"6003",0,0,69
"6004",0,0,48
"6005",85,85,66
"6006",90,100,58
"6007",15,-6,51
"6008",0,0,68
"6009",85,85,56
"6010",85,100,73
"6011",0,0,46
"6012",100,100,59
"6013",60,85,66
"6014",70,30,20
"6015",10,-6,27
"6016",100,100,-9
"6017",0,0,60
"6018",0,0,78
"6019",90,100,52
"6020",100,-7,-9
"6021",0,0,72
"6022",30,15,29
"6023",50,40,45
"6024",60,60,74
"6025",100,85,63
"6026",0,0,47
"6027",0,0,65
"6028",100,85,71
"6029",60,60,37
"6030",40,55,20
"6031",80,85,80
"6032",70,70,47
"6033",80,85,68
"6034",85,100,44
"6035",0,0,59
"6036",15,0,70
"6037",0,0,73
"6038",56,62,26
"6039",15,0,25
"6040",0,0,22
"6041",0,0,71
"6042",100,70,41
"6043",15,0,20
"6044",0,0,76
"6045",85,-6,60
"6046",100,100,33
"6047",0,0,38
"6048",0,0,20
"6049",0,0,76
"6050",60,100,22
"6051",100,-6,64
"6052",15,-6,21
"6053",0,0,80
"6054",0,10,37
"6055",60,-6,69
"6056",70,72,47
"6057",0,0,59
"6058",40,50,77
"6059",0,-6,58
"6060",15,0,50
"6061",50,40,35
"6062",85,100,52
"6063",40,30,56
"6064",30,30,62
"6065",-9,70,49
"6066",0,0,27
"6067",85,85,51
"6068",60,100,31
"6069",0,0,34
"6070",60,-6,29
"6071",0,50,40
"6072",0,0,50
"6073",80,-6,29
"6074",100,-6,73
"6075",15,35,42
"6076",0,0,37
"6077",30,-7,80
"6078",70,70,61
"6079",0,0,50
"6080",60,60,62
"6081",85,70,64
"6082",100,100,40
"6083",30,30,29
"6084",100,100,-9
"6085",0,1,69
"6086",0,-9,63
"6087",100,-6,80
"6088",70,70,69
"6089",85,90,-9
"6090",0,0,26
"6091",15,0,59
"6092",0,0,-9
"6093",0,99,65
"6094",100,-6,39
"6095",70,70,73
"6096",30,15,51
"6097",30,0,51
"6098",0,0,64
"6099",15,15,46
"6100",0,0,-9
"6101",-9,-6,49
"6102",0,-6,46
"6103",10,0,31
"6104",95,95,62
"6105",0,0,46
"6106",0,0,41
"6107",0,0,63
"6108",0,0,-9
"6109",0,-6,55
"6110",50,45,34
"6111",0,0,72
"6112",0,0,68
"6113",70,70,55
"6114",0,0,35
"6115",85,30,60
"6116",0,0,64
"6117",40,-6,21
"6118",0,0,46
"6119",15,15,25
"6120",0,-6,75
"6121",40,-9,50
"6122",100,85,41
"6123",0,0,33
"6124",-9,0,70
"6125",100,100,36
"6126",0,0,20
"6127",85,100,53
"6128",0,10,33
"6129",40,55,24
"6130",60,60,49
"6131",30,0,41
"6132",85,90,71
"6133",90,85,80
"6134",0,0,26
"6135",0,0,80
"6136",50,-6,40
"6137",30,-6,80
"6138",100,-6,49
"6139",70,30,36
"6140",0,0,57
"6141",50,50,29
"6142",40,-6,34
"6143",15,15,63
"6144",0,30,18
"6145",60,-6,41
"6146",100,100,-9
"6147",85,70,30
"6148",60,15,36
"6149",70,40,-9
"6150",15,-6,28
"6151",0,0,54
"6152",100,100,37
"6153",75,50,78
"6154",100,99,38
"6155",0,0,28
"6156",0,10,41
"6157",70,70,57
"6158",15,65,-9
"6159",85,85,36
"6160",15,0,76
"6161",50,50,33
"6162",85,40,51
"6163",0,0,59
"6164",0,0,69
"6165",0,0,64
"6166",50,0,67
"6167",100,85,77
"6168",60,15,34
"6169",0,0,57
"6170",0,0,72
"6171",60,-9,42
"6172",60,-6,26
"6173",85,85,69
"6174",0,0,46
"6175",0,0,36
"6176",15,0,69
"6177",0,60,50
"6178",0,0,49
"6179",100,85,50
"6180",85,85,46
"6181",0,-6,24
"6182",65,60,71
"6183",0,0,76
"6184",0,0,25
"6185",15,50,28
"6186",70,70,37
"6187",40,0,70
"6188",60,50,45
"6189",100,85,62
"6190",0,0,46
"6191",85,70,65
"6192",0,0,65
"6193",0,2,44
"6194",0,0,28
"6195",15,-6,31
"6196",-9,0,30
"6197",85,85,80
"6198",50,40,41
"6199",0,0,58
"6200",85,65,29
"6201",85,70,78
"6202",0,0,50
"6203",60,50,35
"6204",5,15,75
"6205",15,30,60
"6206",0,0,45
"6207",15,0,74
"6208",85,100,44
"6209",65,60,35
"6210",85,85,66
"6211",0,0,25
"6212",60,40,35
"6213",100,100,19
"6214",50,60,-9
"6215",85,100,75
"6216",-9,85,80
"6217",70,70,37
"6218",30,-6,36
"6219",100,100,63
"6220",30,0,-9
"6221",10,15,28
"6222",0,-6,-9
"6223",0,0,71
"6224",100,-6,62
"6225",0,0,59
"6226",80,85,49
"6227",15,10,61
"6228",0,0,30
"6229",0,0,75
"6230",100,100,68
"6231",0,0,48
"6232",0,0,27
"6233",0,0,72
"6234",0,0,36
"6235",60,-6,29
"6236",15,15,72
"6237",60,85,-9
"6238",15,30,-9
"6239",60,4,24
"6240",85,85,44
"6241",0,0,27
"6242",85,60,50
"6243",100,100,54
"6244",60,70,30
"6245",70,-6,34
"6246",0,30,-9
"6247",100,-6,48
"6248",0,0,74
"6249",0,40,50
"6250",85,70,56
"6251",100,100,78
"6252",0,0,45
"6253",85,85,40
"6254",0,0,41
"6255",0,0,36
"6256",0,0,77
"6257",60,60,50
"6258",50,-9,48
"6259",0,0,68
"6260",85,100,50
"6261",20,0,18
"6262",0,0,67
"6263",30,40,39
"6264",15,30,52
"6265",0,0,73
"6266",100,85,67
"6267",0,15,65
"6268",5,0,30
"6269",85,100,71
"6270",0,0,55
"6271",0,5,46
"6272",25,40,24
"6273",50,40,34
"6274",0,0,65
"6275",75,-9,80
"6276",40,-6,52
"6277",85,-6,23
"6278",100,100,50
"6279",0,0,45
"6280",0,30,65
"6281",0,0,37
"6282",10,-6,29
"6283",0,0,79
"6284",0,0,67
"6285",85,-6,-9
"6286",95,-6,50
"6287",100,70,-9
"6288",50,15,71
"6289",10,15,37
"6290",0,0,38
"6291",60,60,44
"6292",70,70,37
"6293",100,100,50
"6294",15,0,45
"6295",0,-6,41
"6296",100,100,-9
"6297",0,0,73
"6298",0,0,23
"6299",30,50,59
"6300",-9,70,-9
"6301",0,-6,39
"6302",100,100,67
"6303",85,60,46
"6304",0,0,67
"6305",100,100,54
"6306",60,70,59
"6307",0,0,80
"6308",0,0,26
"6309",40,0,18
"6310",85,-6,62
"6311",0,0,37
"6312",0,0,32
"6313",90,85,54
"6314",0,-7,34
"6315",95,85,60
"6316",100,100,74
"6317",50,70,34
"6318",-9,100,62
"6319",100,85,36
"6320",0,0,44
"6321",0,0,57
"6322",0,0,74
"6323",0,40,44
"6324",40,0,45
"6325",30,15,30
"6326",0,0,24
"6327",85,60,63
"6328",100,100,66
"6329",85,100,54
"6330",0,0,75
"6331",30,15,31
"6332",0,0,58
"6333",100,100,45
"6334",50,15,74
"6335",0,0,29
"6336",0,0,32
"6337",0,0,35
"6338",0,0,63
"6339",0,-6,32
"6340",0,-6,35
"6341",0,0,68
"6342",60,60,31
"6343",0,0,50
"6344",85,85,77
"6345",60,60,41
"6346",30,0,37
"6347",85,60,50
"6348",30,15,40
"6349",0,0,35
"6350",15,70,25
"6351",0,-9,30
"6352",100,-6,65
"6353",0,0,68
"6354",0,-6,53
"6355",0,0,78
"6356",0,0,40
"6357",100,100,47
"6358",0,-6,44
"6359",85,70,66
"6360",40,15,76
"6361",70,-6,67
"6362",50,50,-9
"6363",0,0,68
"6364",0,0,76
"6365",15,30,64
"6366",15,15,29
"6367",15,0,44
"6368",60,100,36
"6369",10,100,52
"6370",0,0,33
"6371",-9,70,51
"6372",70,0,25
"6373",85,100,66
"6374",0,-6,38
"6375",85,90,42
"6376",100,100,65
"6377",-9,0,55
"6378",0,0,20
"6379",85,40,75
"6380",0,0,26
"6381",100,100,36
"6382",60,30,34
"6383",0,0,39
"6384",100,50,21
"6385",15,15,38
"6386",0,-6,34
"6387",0,0,67
"6388",-9,50,63
"6389",-9,0,41
"6390",15,-6,75
"6391",0,0,68
"6392",0,2,73
"6393",-9,40,20
"6394",0,0,31
"6395",0,0,34
"6396",100,100,32
"6397",30,40,50
"6398",0,0,-9
"6399",100,100,33
"6400",90,85,65
"6401",85,85,71
"6402",70,15,34
"6403",85,70,54
"6404",15,40,66
"6405",40,0,44
"6406",100,-6,52
"6407",0,-6,70
"6408",85,85,34
"6409",100,90,43
"6410",0,0,36
"6411",15,0,58
"6412",70,60,-9
"6413",0,0,75
"6414",85,100,53
"6415",30,30,65
"6416",0,0,52
"6417",0,0,35
"6418",100,100,63
"6419",60,60,28
"6420",60,50,33
"6421",100,100,57
"6422",15,-6,65
"6423",100,4,65
"6424",0,0,48
"6425",0,0,25
"6426",85,70,64
"6427",0,15,80
"6428",85,85,49
"6429",0,0,67
"6430",15,30,59
"6431",60,60,39
"6432",0,0,61
"6433",0,0,40
"6434",30,30,52
"6435",0,10,46
"6436",100,100,51
"6437",0,0,-9
"6438",85,90,63
"6439",100,75,31
"6440",100,100,80
"6441",100,100,80
"6442",0,0,51
"6443",0,0,59
"6444",0,0,55
"6445",100,-6,29
"6446",0,0,20
"6447",70,70,80
"6448",60,40,47
"6449",15,0,28
"6450",85,85,48
"6451",0,0,63
"6452",85,85,33
"6453",15,30,55
"6454",0,0,29
"6455",100,100,51
"6456",15,30,38
"6457",70,-6,-9
"6458",-9,100,80
"6459",40,50,34
"6460",30,30,43
"6461",0,0,41
"6462",70,70,51
"6463",100,100,58
"6464",0,-6,35
"6465",60,50,55
"6466",0,0,35
"6467",0,0,38
"6468",0,0,39
"6469",100,100,39
"6470",0,0,60
"6471",85,60,56
"6472",15,-6,60
"6473",-9,0,-9
"6474",0,0,32
"6475",0,0,24
"6476",30,30,42
"6477",15,0,72
"6478",15,15,35
"6479",85,8,-9
"6480",15,0,30
"6481",100,100,60
"6482",0,0,71
"6483",0,0,63
"6484",60,60,33
"6485",100,100,27
"6486",100,100,44
"6487",0,0,62
"6488",100,100,80
"6489",0,0,63
"6490",70,50,43
"6491",100,-6,78
"6492",100,-6,73
"6493",0,0,18
"6494",0,0,31
"6495",15,0,19
"6496",100,70,70
"6497",30,15,35
"6498",0,0,74
"6499",85,85,37
"6500",30,60,37
"6501",0,0,73
"6502",60,50,57
"6503",0,0,21
"6504",40,15,29
"6505",100,100,52
"6506",-9,60,33
"6507",70,45,40
"6508",-9,-9,80
"6509",0,0,30
"6510",0,0,29
"6511",70,85,40
"6512",0,0,74
"6513",0,0,25
"6514",100,100,64
"6515",0,0,50
"6516",0,0,48
"6517",70,-9,25
"6518",60,60,80
"6519",70,-6,60
"6520",70,40,72
"6521",0,0,69
"6522",-9,60,19
"6523",0,0,80
"6524",-9,30,49
"6525",75,40,54
"6526",0,0,46
"6527",25,0,80
"6528",50,100,29
"6529",85,85,27
"6530",0,0,23
"6531",100,100,-9
"6532",0,0,-9
"6533",100,100,77
"6534",15,15,68
"6535",85,70,77
"6536",100,100,80
"6537",100,100,68
"6538",0,0,73
"6539",0,0,36
"6540",65,65,26
"6541",70,70,46
"6542",70,40,55
"6543",98,95,35
"6544",0,0,41
"6545",0,0,26
"6546",0,0,-9
"6547",70,-6,65
"6548",85,-6,80
"6549",0,0,59
"6550",0,0,58
"6551",100,50,45
"6552",0,0,-9
"6553",0,0,53
"6554",0,0,-9
"6555",0,0,41
"6556",0,0,34
"6557",15,15,36
"6558",40,50,-9
"6559",70,50,69
"6560",-9,0,29
"6561",60,0,30
"6562",15,0,66
"6563",0,0,75
"6564",40,15,69
"6565",70,85,73
"6566",0,0,52
"6567",80,80,32
"6568",95,90,76
"6569",85,85,55
"6570",85,-6,80
"6571",100,100,28
"6572",0,0,49
"6573",90,100,52
"6574",0,0,68
"6575",0,0,19
"6576",80,60,80
"6577",30,15,51
"6578",85,60,77
"6579",70,-6,64
"6580",99,100,65
"6581",100,100,33
"6582",0,0,30
"6583",85,85,38
"6584",55,35,66
"6585",60,70,20
"6586",85,100,80
"6587",-9,100,72
"6588",0,0,67
"6589",100,100,48
"6590",0,0,21
"6591",85,100,78
"6592",60,30,34
"6593",85,85,80
"6594",40,-6,34
"6595",100,100,41
"6596",0,0,73
"6597",0,0,38
"6598",85,40,69
"6599",100,100,76
"6600",85,70,53
"6601",100,70,49
"6602",0,-6,40
"6603",30,0,80
"6604",0,0,28
"6605",100,100,57
"6606",0,0,71
"6607",0,0,38
"6608",15,-6,79
"6609",0,0,36
"6610",0,-6,21
"6611",0,0,42
"6612",60,30,61
"6613",30,15,53
"6614",-9,85,-9
"6615",15,0,79
"6616",60,60,63
"6617",0,0,37
"6618",100,-6,64
"6619",0,15,63
"6620",15,0,56
"6621",30,-6,40
"6622",60,50,56
"6623",0,0,77
"6624",70,85,26
"6625",100,100,80
"6626",0,-6,43
"6627",0,-6,28
"6628",15,30,33
"6629",100,90,67
"6630",0,0,61
"6631",0,0,48
"6632",85,-6,62
"6633",0,0,55
"6634",100,-7,67
"6635",100,100,36
"6636",85,40,78
"6637",0,0,36
"6638",0,0,64
"6639",95,100,45
"6640",0,0,38
"6641",100,100,24
"6642",85,70,65
"6643",30,-6,-9
"6644",0,0,37
"6645",70,50,58
"6646",0,0,62
"6647",0,5,44
"6648",40,70,54
"6649",0,0,42
"6650",85,100,37
"6651",50,50,-9
"6652",5,15,32
"6653",70,70,67
"6654",15,15,19
"6655",15,15,33
"6656",0,-6,63
"6657",100,85,55
"6658",85,100,-9
"6659",15,-6,80
"6660",85,40,27
"6661",40,50,38
"6662",100,100,46
"6663",15,0,48
"6664",0,-6,60
"6665",0,0,37
"6666",0,15,49
"6667",0,0,80
"6668",30,-7,39
"6669",0,0,27
"6670",100,100,61
"6671",0,0,37
"6672",100,75,69
"6673",20,10,19
"6674",30,40,55
"6675",15,0,72
"6676",15,0,20
"6677",100,100,65
"6678",0,0,69
"6679",15,0,79
"6680",0,0,27
"6681",0,0,53
"6682",100,100,35
"6683",0,0,59
"6684",0,0,47
"6685",0,15,39
"6686",90,85,64
"6687",80,70,76
"6688",15,-9,61
"6689",85,100,70
"6690",-9,0,80
"6691",85,85,67
"6692",30,50,24
"6693",100,-6,51
"6694",100,85,34
"6695",0,15,43
"6696",85,60,51
"6697",85,50,63
"6698",85,-6,37
"6699",0,0,75
"6700",85,-9,71
"6701",0,-6,27
"6702",0,0,80
"6703",0,0,52
"6704",0,0,68
"6705",0,-9,19
"6706",0,0,57
"6707",0,15,58
"6708",85,100,40
"6709",70,70,30
"6710",70,70,59
"6711",40,0,71
"6712",70,60,73
"6713",2,15,-9
"6714",80,-6,73
"6715",0,0,68
"6716",100,100,47
"6717",50,50,63
"6718",68,40,48
"6719",100,70,59
"6720",0,0,35
"6721",0,0,73
"6722",95,90,56
"6723",0,0,70
"6724",0,0,80
"6725",50,50,34
"6726",10,0,72
"6727",40,0,59
"6728",0,0,61
"6729",15,0,69
"6730",10,-6,-9
"6731",0,0,74
"6732",100,-6,50
"6733",15,50,31
"6734",100,-6,62
"6735",0,-7,60
"6736",0,-6,63
"6737",0,0,56
"6738",40,70,32
"6739",15,0,65
"6740",100,100,59
"6741",0,0,77
"6742",70,70,69
"6743",85,90,26
"6744",100,100,-9
"6745",85,70,38
"6746",0,0,30
"6747",0,0,60
"6748",0,0,36
"6749",70,70,68
"6750",0,90,26
"6751",100,100,80
"6752",0,0,32
"6753",85,100,-9
"6754",0,-6,80
"6755",-9,0,31
"6756",85,100,37
"6757",15,50,26
"6758",100,55,20
"6759",70,85,72
"6760",100,85,65
"6761",85,50,47
"6762",-9,65,18
"6763",50,0,27
"6764",70,15,48
"6765",70,-7,74
"6766",85,85,69
"6767",40,60,52
"6768",100,-7,63
"6769",5,0,58
"6770",70,100,55
"6771",0,0,80
"6772",40,0,46
"6773",70,85,77
"6774",0,50,-9
"6775",100,100,56
"6776",0,0,42
"6777",100,100,63
"6778",95,85,24
"6779",100,100,42
"6780",0,0,67
"6781",0,0,78
"6782",0,0,65
"6783",10,5,25
"6784",0,0,24
"6785",65,90,40
"6786",0,0,60
"6787",90,75,48
"6788",0,0,32
"6789",70,85,49
"6790",0,0,71
"6791",30,-6,72
"6792",-9,60,80
"6793",30,40,-9
"6794",0,0,70
"6795",0,10,33
"6796",0,0,34
"6797",0,0,80
"6798",-9,-6,54
"6799",100,100,53
"6800",0,0,59
"6801",85,100,38
"6802",15,10,27
"6803",90,70,51
"6804",0,-6,53
"6805",0,0,31
"6806",85,100,31
"6807",85,100,75
"6808",0,0,72
"6809",0,0,34
"6810",0,-6,40
"6811",-9,100,64
"6812",60,60,21
"6813",70,85,-9
"6814",0,0,53
"6815",15,30,61
"6816",100,100,80
"6817",15,15,65
"6818",15,-7,25
"6819",0,15,64
"6820",0,0,-9
"6821",0,0,70
"6822",85,85,58
"6823",0,0,67
"6824",100,-6,58
"6825",0,0,65
"6826",100,-6,76
"6827",65,70,32
"6828",100,100,45
"6829",70,100,52
"6830",100,100,34
"6831",70,-6,21
"6832",85,60,59
"6833",10,100,57
"6834",40,90,80
"6835",0,0,68
"6836",100,100,76
"6837",85,-6,80
"6838",0,0,62
"6839",0,0,75
"6840",50,60,26
"6841",100,85,62
"6842",0,0,36
"6843",100,100,40
"6844",15,0,42
"6845",100,-4,52
"6846",0,0,63
"6847",75,90,40
"6848",100,100,69
"6849",15,-6,29
"6850",85,100,68
"6851",40,-6,-9
"6852",100,85,72
"6853",-9,-6,40
"6854",40,15,69
"6855",0,0,62
"6856",0,0,56
"6857",40,70,70
"6858",50,45,46
"6859",0,0,63
"6860",75,49,33
"6861",0,0,30
"6862",0,0,36
"6863",0,0,48
"6864",100,85,31
"6865",90,85,65
"6866",100,-6,57
"6867",100,100,58
"6868",85,90,31
"6869",15,-6,46
"6870",0,0,77
"6871",100,100,73
"6872",0,0,20
"6873",50,0,30
"6874",0,-6,80
"6875",0,0,63
"6876",60,30,59
"6877",0,0,66
"6878",50,-6,80
"6879",10,20,37
"6880",70,70,50
"6881",0,0,27
"6882",0,0,23
"6883",0,0,30
"6884",0,15,32
"6885",0,0,65
"6886",60,70,45
"6887",30,30,60
"6888",85,-6,21
"6889",-9,0,68
"6890",80,85,40
"6891",0,-7,49
"6892",0,0,20
"6893",70,60,51
"6894",0,0,42
"6895",0,60,56
"6896",100,100,21
"6897",100,100,35
"6898",85,50,32
"6899",0,0,41
"6900",50,-6,20
"6901",15,15,67
"6902",85,100,19
"6903",0,0,23
"6904",70,0,50
"6905",15,10,34
"6906",35,20,35
"6907",100,100,42
"6908",100,85,-9
"6909",0,0,28
"6910",0,0,33
"6911",100,-6,75
"6912",0,0,41
"6913",0,0,61
"6914",0,0,32
"6915",30,-6,42
"6916",100,70,34
"6917",0,-6,49
"6918",30,-6,64
"6919",15,0,38
"6920",15,-6,65
"6921",0,0,36
"6922",0,0,66
"6923",100,100,71
"6924",0,0,32
"6925",100,100,65
"6926",100,100,54
"6927",60,50,51
"6928",0,0,38
"6929",0,0,-9
"6930",40,15,44
"6931",15,0,60
"6932",15,15,46
"6933",0,0,72
"6934",15,0,22
"6935",100,100,69
"6936",0,0,74
"6937",0,0,73
"6938",20,15,77
"6939",0,0,73
"6940",0,0,51
"6941",100,100,59
"6942",90,90,70
"6943",100,85,53
"6944",40,15,75
"6945",100,75,50
"6946",40,0,80
"6947",70,-6,43
"6948",0,0,80
"6949",0,0,80
"6950",30,15,34
"6951",0,0,67
"6952",0,0,57
"6953",70,-6,64
