"","V202290x","V201507x","V202073"
"5456",4,42,1
"5457",4,52,-1
"5458",-6,36,-6
"5459",4,28,-1
"5460",4,66,1
"5461",4,44,1
"5462",3,56,-1
"5463",2,26,2
"5464",1,28,1
"5465",3,35,-1
"5466",1,60,1
"5467",1,67,-1
"5468",4,75,1
"5469",2,29,3
"5470",3,70,2
"5471",4,76,1
"5472",1,-9,2
"5473",4,78,1
"5474",4,48,1
"5475",4,52,-1
"5476",4,28,1
"5477",2,-9,2
"5478",4,32,-1
"5479",-6,55,-6
"5480",6,37,1
"5481",4,45,1
"5482",4,61,1
"5483",4,52,-1
"5484",4,32,1
"5485",2,30,2
"5486",2,44,2
"5487",4,59,-1
"5488",4,76,2
"5489",4,27,1
"5490",4,55,1
"5491",4,75,1
"5492",1,48,2
"5493",4,32,4
"5494",4,44,1
"5495",1,77,2
"5496",4,52,2
"5497",4,65,2
"5498",2,66,2
"5499",4,36,-1
"5500",-6,58,-6
"5501",4,80,2
"5502",2,30,2
"5503",4,18,1
"5504",4,47,2
"5505",3,54,2
"5506",1,46,-1
"5507",-6,-9,-6
"5508",4,38,1
"5509",4,60,1
"5510",-2,80,-1
"5511",4,41,1
"5512",-6,23,-6
"5513",2,71,1
"5514",4,27,1
"5515",4,70,1
"5516",4,78,2
"5517",-6,19,-6
"5518",4,64,1
"5519",4,51,-1
"5520",4,32,2
"5521",4,54,1
"5522",6,56,2
"5523",4,44,2
"5524",1,69,1
"5525",-6,65,-6
"5526",4,26,2
"5527",4,26,1
"5528",4,69,1
"5529",4,48,-1
"5530",4,50,1
"5531",4,33,-1
"5532",4,19,1
"5533",4,47,1
"5534",4,38,2
"5535",4,45,2
"5536",4,62,1
"5537",-6,56,-6
"5538",3,32,-1
"5539",4,53,2
"5540",-6,35,-6
"5541",2,59,2
"5542",4,-9,-1
"5543",1,27,1
"5544",4,54,1
"5545",-6,69,-6
"5546",4,48,1
"5547",2,56,2
"5548",4,36,-1
"5549",3,63,2
"5550",4,80,1
"5551",4,48,1
"5552",2,25,-1
"5553",4,21,1
"5554",4,-9,1
"5555",-6,45,-6
"5556",-6,18,-6
"5557",4,41,2
"5558",4,57,1
"5559",4,66,-1
"5560",4,63,-1
"5561",5,-9,-1
"5562",-6,25,-6
"5563",4,80,1
"5564",4,64,-1
"5565",6,24,1
"5566",4,47,1
"5567",4,31,2
"5568",4,30,2
"5569",-6,49,-6
"5570",4,40,1
"5571",4,67,1
"5572",4,57,2
"5573",4,28,1
"5574",2,50,-1
"5575",4,66,-1
"5576",2,69,2
"5577",7,59,1
"5578",-6,55,-6
"5579",3,23,1
"5580",4,34,1
"5581",4,38,2
"5582",4,64,2
"5583",-6,44,-6
"5584",4,57,2
"5585",4,35,1
"5586",4,43,2
"5587",2,73,2
"5588",4,30,-1
"5589",6,28,-1
"5590",6,31,1
"5591",4,54,2
"5592",-6,43,-6
"5593",4,40,4
"5594",4,66,1
"5595",2,32,-1
"5596",1,-9,2
"5597",2,58,2
"5598",4,34,1
"5599",2,78,2
"5600",4,35,1
"5601",6,39,1
"5602",4,61,1
"5603",4,59,1
"5604",4,47,1
"5605",4,59,2
"5606",4,21,2
"5607",4,37,1
"5608",4,22,1
"5609",4,49,1
"5610",-5,31,2
"5611",4,21,1
"5612",4,32,1
"5613",4,73,1
"5614",2,42,1
"5615",1,42,2
"5616",4,51,1
"5617",4,42,-1
"5618",4,65,1
"5619",4,57,1
"5620",2,70,-1
"5621",1,65,1
"5622",-6,28,-6
"5623",4,60,1
"5624",4,63,1
"5625",1,80,2
"5626",1,59,-1
"5627",1,47,1
"5628",-6,71,-6
"5629",4,-9,2
"5630",2,69,1
"5631",4,32,1
"5632",2,66,1
"5633",2,67,1
"5634",4,36,1
"5635",4,53,1
"5636",2,56,1
"5637",7,66,-1
"5638",4,26,-1
"5639",4,-9,3
"5640",4,24,-1
"5641",5,29,12
"5642",4,60,2
"5643",4,51,2
"5644",4,76,1
"5645",6,38,2
"5646",1,27,-1
"5647",-6,64,-6
"5648",-6,53,-6
"5649",4,49,1
"5650",4,47,2
"5651",-5,73,2
"5652",4,44,1
"5653",4,24,1
"5654",2,66,2
"5655",1,53,2
"5656",4,36,1
"5657",4,41,-1
"5658",4,43,1
"5659",-6,26,-6
"5660",4,58,1
"5661",4,60,1
"5662",4,76,1
"5663",4,30,-1
"5664",4,65,2
"5665",-6,57,-6
"5666",4,49,2
"5667",4,-9,1
"5668",4,74,-1
"5669",4,66,1
"5670",-6,53,-6
"5671",4,60,-1
"5672",2,54,2
"5673",4,59,1
"5674",6,29,1
"5675",4,27,2
"5676",4,60,-1
"5677",4,64,-9
"5678",4,56,2
"5679",-6,48,-6
"5680",6,48,-1
"5681",2,80,2
"5682",1,75,2
"5683",4,47,2
"5684",6,43,2
"5685",1,80,2
"5686",4,41,-1
"5687",1,72,2
"5688",1,69,2
"5689",1,51,-1
"5690",1,57,2
"5691",-6,30,-6
"5692",4,70,1
"5693",1,61,1
"5694",4,79,1
"5695",4,41,-1
"5696",-2,74,1
"5697",7,30,2
"5698",2,19,-1
"5699",-6,49,-6
"5700",4,76,1
"5701",2,56,1
"5702",4,35,5
"5703",1,29,-1
"5704",4,-9,1
"5705",6,53,2
"5706",4,58,1
"5707",7,38,7
"5708",1,71,2
"5709",1,45,-1
"5710",2,70,2
"5711",4,57,1
"5712",4,34,2
"5713",4,59,1
"5714",1,67,2
"5715",4,30,1
"5716",4,-9,1
"5717",4,60,1
"5718",1,80,-1
"5719",4,65,2
"5720",7,36,1
"5721",4,54,2
"5722",-6,-9,-6
"5723",4,75,2
"5724",7,41,-1
"5725",1,45,1
"5726",2,80,2
"5727",4,27,1
"5728",4,65,1
"5729",1,68,2
"5730",4,70,2
"5731",7,34,-1
"5732",1,70,1
"5733",4,26,3
"5734",4,-9,-1
"5735",4,75,1
"5736",4,-9,1
"5737",4,19,-1
"5738",4,61,-1
"5739",4,66,-1
"5740",1,74,2
"5741",4,76,1
"5742",4,80,2
"5743",4,67,2
"5744",2,57,2
"5745",-6,39,-6
"5746",4,32,-1
"5747",-6,62,-6
"5748",2,76,2
"5749",3,58,-1
"5750",4,73,1
"5751",2,59,-1
"5752",4,28,-1
"5753",-6,29,-6
"5754",4,71,1
"5755",4,69,2
"5756",4,34,3
"5757",4,25,-1
"5758",4,68,1
"5759",-6,-9,-6
"5760",4,55,1
"5761",6,24,2
"5762",4,72,2
"5763",4,36,-1
"5764",1,62,-1
"5765",4,45,1
"5766",6,38,1
"5767",4,60,1
"5768",4,62,2
"5769",4,54,2
"5770",4,54,3
"5771",4,33,1
"5772",1,46,2
"5773",-5,80,2
"5774",2,54,1
"5775",-7,44,-7
"5776",4,58,2
"5777",4,20,1
"5778",2,50,2
"5779",1,-9,2
"5780",3,53,-1
"5781",4,36,2
"5782",2,39,1
"5783",6,62,1
"5784",6,38,-1
"5785",4,50,1
"5786",4,64,1
"5787",-5,64,-1
"5788",4,44,2
"5789",2,75,1
"5790",4,63,2
"5791",4,-9,-1
"5792",7,38,2
"5793",-6,19,-6
"5794",4,67,-1
"5795",4,37,-1
"5796",2,56,1
"5797",-6,35,-6
"5798",4,25,1
"5799",2,80,2
"5800",4,37,1
"5801",1,77,1
"5802",4,54,2
"5803",-6,80,-6
"5804",4,62,-1
"5805",4,38,1
"5806",1,80,1
"5807",2,32,2
"5808",4,54,3
"5809",4,67,2
"5810",-6,46,-6
"5811",2,29,2
"5812",4,49,-1
"5813",1,80,2
"5814",4,27,-1
"5815",2,45,2
"5816",4,52,1
"5817",4,22,1
"5818",1,37,1
"5819",4,67,2
"5820",3,22,1
"5821",4,27,2
"5822",4,33,1
"5823",4,58,-1
"5824",3,59,1
"5825",-2,26,1
"5826",2,59,2
"5827",1,80,-1
"5828",4,41,1
"5829",4,48,1
"5830",4,69,1
"5831",4,-9,1
"5832",4,65,1
"5833",4,64,1
"5834",4,79,-1
"5835",4,39,1
"5836",4,48,1
"5837",4,66,1
"5838",4,67,2
"5839",1,24,2
"5840",4,52,1
"5841",4,73,1
"5842",4,69,-1
"5843",4,55,2
"5844",4,37,1
"5845",4,51,2
"5846",6,24,2
"5847",2,31,2
"5848",-6,-9,-6
"5849",-6,42,-6
"5850",2,36,-1
"5851",4,58,1
"5852",4,30,1
"5853",4,26,1
"5854",1,68,2
"5855",4,67,1
"5856",2,62,1
"5857",6,26,1
"5858",2,35,-1
"5859",4,31,2
"5860",4,33,1
"5861",4,59,1
"5862",4,28,3
"5863",2,39,-1
"5864",4,19,1
"5865",-6,-9,-6
"5866",4,46,-9
"5867",2,62,1
"5868",7,20,2
"5869",4,66,1
"5870",4,41,-1
"5871",4,42,2
"5872",4,33,-1
"5873",7,34,-1
"5874",4,38,1
"5875",6,38,1
"5876",4,66,1
"5877",4,39,1
"5878",4,27,1
"5879",4,65,2
"5880",6,36,-1
"5881",4,30,-1
"5882",4,49,1
"5883",-7,50,-7
"5884",1,80,2
"5885",4,42,1
"5886",1,80,2
"5887",4,72,-9
"5888",2,45,-1
"5889",-6,58,-6
"5890",3,68,2
"5891",-6,37,-6
"5892",4,62,2
"5893",4,80,1
"5894",4,73,1
"5895",2,79,1
"5896",4,55,2
"5897",4,73,1
"5898",2,80,-1
"5899",4,47,1
"5900",3,21,-1
"5901",4,68,1
"5902",4,37,1
"5903",4,61,2
"5904",2,77,-1
"5905",4,53,2
"5906",4,-9,1
"5907",4,61,1
"5908",4,43,1
"5909",4,69,1
"5910",6,-9,1
"5911",4,53,2
"5912",1,55,1
"5913",4,69,1
"5914",2,53,2
"5915",1,64,2
"5916",4,56,1
"5917",1,60,1
"5918",4,-9,2
"5919",-6,24,-6
"5920",2,66,1
"5921",4,38,2
"5922",3,-9,-1
"5923",4,77,-1
"5924",4,75,2
"5925",4,53,1
"5926",4,60,2
"5927",-6,-9,-6
"5928",4,73,1
"5929",3,77,2
"5930",1,32,2
"5931",2,40,-1
"5932",-6,42,-6
"5933",-6,60,-6
"5934",2,53,1
"5935",2,65,1
"5936",4,42,1
"5937",4,60,1
"5938",4,59,-1
"5939",4,76,1
"5940",2,55,2
"5941",4,44,1
"5942",4,-9,1
"5943",4,66,4
"5944",4,62,2
"5945",-5,75,2
"5946",4,35,1
"5947",4,47,1
"5948",4,52,2
"5949",3,61,1
"5950",-5,27,1
"5951",2,43,2
"5952",7,29,1
"5953",2,73,2
"5954",4,54,2
"5955",4,50,2
"5956",4,56,1
"5957",-6,76,-6
"5958",4,-9,2
"5959",4,40,2
"5960",4,68,1
"5961",1,63,2
"5962",4,64,2
"5963",-6,59,-6
"5964",7,25,-1
"5965",4,29,-1
"5966",2,68,1
"5967",-6,36,-6
"5968",5,56,1
"5969",4,80,-1
"5970",1,-9,2
"5971",3,24,1
"5972",4,32,1
"5973",4,-9,-1
"5974",4,-9,-1
"5975",2,26,1
"5976",1,64,-1
"5977",1,80,1
"5978",1,59,2
"5979",4,79,1
"5980",-5,39,-1
"5981",1,80,1
"5982",4,23,1
"5983",4,65,1
"5984",4,62,1
"5985",2,63,-1
"5986",-6,-9,-6
"5987",2,28,1
"5988",-6,62,-6
"5989",4,80,1
"5990",4,65,2
"5991",4,38,1
"5992",4,41,2
"5993",4,33,-1
"5994",4,64,-1
"5995",2,46,2
"5996",1,80,2
"5997",4,61,-1
"5998",4,80,1
"5999",4,31,-1
"6000",4,23,1
"6001",4,63,1
"6002",4,47,1
"6003",4,69,1
"6004",4,48,-1
"6005",2,66,2
"6006",1,58,2
"6007",-6,51,-6
"6008",6,68,1
"6009",4,56,2
"6010",4,73,2
"6011",4,46,-1
"6012",4,59,2
"6013",2,66,2
"6014",1,20,1
"6015",-6,27,-6
"6016",2,-9,2
"6017",2,60,1
"6018",4,78,1
"6019",4,52,2
"6020",-7,-9,-7
"6021",4,72,1
"6022",4,29,-1
"6023",2,45,2
"6024",4,74,-1
"6025",2,63,-1
"6026",4,47,1
"6027",4,65,1
"6028",2,71,2
"6029",2,37,-1
"6030",4,20,2
"6031",4,80,-1
"6032",4,47,2
"6033",2,68,2
"6034",4,44,2
"6035",2,59,-1
"6036",4,70,1
"6037",4,73,1
"6038",4,26,2
"6039",5,25,-1
"6040",7,22,1
"6041",7,71,1
"6042",4,41,2
"6043",4,20,1
"6044",4,76,1
"6045",-6,60,-6
"6046",1,33,2
"6047",4,38,1
"6048",4,20,-1
"6049",2,76,1
"6050",4,22,-1
"6051",-6,64,-6
"6052",-6,21,-6
"6053",2,80,1
"6054",4,37,1
"6055",-6,69,-6
"6056",4,47,2
"6057",4,59,1
"6058",3,77,1
"6059",-6,58,-6
"6060",2,50,1
"6061",4,35,-1
"6062",1,52,2
"6063",4,56,1
"6064",4,62,2
"6065",4,49,-1
"6066",4,27,1
"6067",4,51,2
"6068",6,31,-1
"6069",1,34,1
"6070",-6,29,-6
"6071",1,40,-1
"6072",4,50,1
"6073",-6,29,-6
"6074",-6,73,-6
"6075",4,42,-1
"6076",4,37,1
"6077",-7,80,-7
"6078",4,61,2
"6079",4,50,1
"6080",2,62,-1
"6081",4,64,2
"6082",4,40,2
"6083",4,29,1
"6084",4,-9,2
"6085",4,69,1
"6086",4,63,1
"6087",-6,80,-6
"6088",4,69,2
"6089",3,-9,2
"6090",4,26,1
"6091",4,59,1
"6092",4,-9,-9
"6093",4,65,2
"6094",-6,39,-6
"6095",4,73,2
"6096",4,51,1
"6097",4,51,3
"6098",6,64,1
"6099",4,46,1
"6100",4,-9,1
"6101",-6,49,-6
"6102",-6,46,-6
"6103",4,31,1
"6104",2,62,2
"6105",4,46,1
"6106",6,41,-1
"6107",4,63,1
"6108",4,-9,1
"6109",-6,55,-6
"6110",4,34,1
"6111",3,72,1
"6112",2,68,1
"6113",4,55,2
"6114",4,35,1
"6115",7,60,-1
"6116",4,64,1
"6117",-6,21,-6
"6118",4,46,1
"6119",4,25,1
"6120",-6,75,-6
"6121",4,50,5
"6122",4,41,-1
"6123",4,33,1
"6124",2,70,1
"6125",2,36,2
"6126",4,20,1
"6127",1,53,-1
"6128",4,33,1
"6129",3,24,2
"6130",2,49,2
"6131",4,41,1
"6132",4,71,2
"6133",4,80,2
"6134",4,26,1
"6135",4,80,1
"6136",-6,40,-6
"6137",-6,80,-6
"6138",-6,49,-6
"6139",1,36,1
"6140",4,57,1
"6141",4,29,-1
"6142",-6,34,-6
"6143",4,63,2
"6144",4,18,-1
"6145",-6,41,-6
"6146",1,-9,-1
"6147",1,30,2
"6148",4,36,-1
"6149",4,-9,2
"6150",-6,28,-6
"6151",2,54,-1
"6152",2,37,2
"6153",4,78,-1
"6154",3,38,2
"6155",4,28,1
"6156",4,41,1
"6157",1,57,2
"6158",2,-9,2
"6159",4,36,2
"6160",2,76,-1
"6161",4,33,-1
"6162",1,51,2
"6163",4,59,1
"6164",4,69,1
"6165",4,64,1
"6166",1,67,-1
"6167",2,77,2
"6168",1,34,3
"6169",4,57,1
"6170",4,72,1
"6171",1,42,2
"6172",-6,26,-6
"6173",2,69,2
"6174",4,46,1
"6175",4,36,1
"6176",4,69,1
"6177",4,50,2
"6178",4,49,1
"6179",4,50,2
"6180",4,46,2
"6181",-6,24,-6
"6182",4,71,1
"6183",1,76,1
"6184",4,25,-1
"6185",4,28,-1
"6186",4,37,-1
"6187",1,70,1
"6188",4,45,-1
"6189",4,62,2
"6190",4,46,1
"6191",4,65,2
"6192",4,65,1
"6193",4,44,1
"6194",4,28,1
"6195",-6,31,-6
"6196",4,30,1
"6197",4,80,2
"6198",4,41,-1
"6199",4,58,1
"6200",4,29,2
"6201",1,78,2
"6202",4,50,1
"6203",4,35,-1
"6204",3,75,1
"6205",4,60,1
"6206",4,45,1
"6207",2,74,1
"6208",1,44,2
"6209",3,35,5
"6210",4,66,2
"6211",4,25,1
"6212",4,35,2
"6213",-5,19,-1
"6214",4,-9,1
"6215",4,75,-1
"6216",3,80,2
"6217",4,37,2
"6218",-6,36,-6
"6219",1,63,2
"6220",4,-9,1
"6221",4,28,1
"6222",-6,-9,-6
"6223",4,71,1
"6224",-6,62,-6
"6225",1,59,-1
"6226",4,49,2
"6227",3,61,2
"6228",4,30,1
"6229",3,75,-1
"6230",1,68,-1
"6231",4,48,1
"6232",4,27,1
"6233",4,72,1
"6234",4,36,1
"6235",-6,29,-6
"6236",4,72,1
"6237",4,-9,5
"6238",4,-9,1
"6239",1,24,1
"6240",4,44,2
"6241",4,27,-1
"6242",2,50,2
"6243",4,54,2
"6244",4,30,2
"6245",-6,34,-6
"6246",2,-9,-1
"6247",-6,48,-6
"6248",4,74,-1
"6249",2,50,1
"6250",4,56,2
"6251",4,78,2
"6252",1,45,1
"6253",4,40,-1
"6254",4,41,1
"6255",4,36,1
"6256",1,77,1
"6257",4,50,-1
"6258",4,48,-1
"6259",2,68,1
"6260",4,50,2
"6261",6,18,1
"6262",4,67,1
"6263",4,39,1
"6264",4,52,-1
"6265",1,73,1
"6266",1,67,2
"6267",2,65,1
"6268",5,30,1
"6269",1,71,2
"6270",4,55,-1
"6271",4,46,4
"6272",4,24,1
"6273",4,34,3
"6274",4,65,1
"6275",1,80,2
"6276",-6,52,-6
"6277",-6,23,-6
"6278",4,50,2
"6279",2,45,1
"6280",3,65,2
"6281",4,37,1
"6282",-6,29,-6
"6283",2,79,1
"6284",2,67,1
"6285",-6,-9,-6
"6286",-6,50,-6
"6287",7,-9,2
"6288",4,71,1
"6289",4,37,-1
"6290",4,38,1
"6291",7,44,2
"6292",4,37,2
"6293",1,50,2
"6294",4,45,5
"6295",-6,41,-6
"6296",4,-9,-1
"6297",4,73,1
"6298",4,23,1
"6299",2,59,-1
"6300",-2,-9,2
"6301",-6,39,-6
"6302",4,67,2
"6303",4,46,-1
"6304",4,67,1
"6305",4,54,-1
"6306",4,59,-9
"6307",4,80,1
"6308",1,26,1
"6309",4,18,1
"6310",-6,62,-6
"6311",4,37,1
"6312",6,32,1
"6313",2,54,2
"6314",-7,34,-7
"6315",1,60,-1
"6316",4,74,2
"6317",4,34,5
"6318",1,62,2
"6319",4,36,2
"6320",4,44,1
"6321",4,57,1
"6322",4,74,-1
"6323",4,44,-1
"6324",4,45,-1
"6325",4,30,-1
"6326",4,24,-1
"6327",4,63,2
"6328",4,66,2
"6329",2,54,2
"6330",4,75,1
"6331",4,31,1
"6332",-5,58,1
"6333",4,45,2
"6334",4,74,1
"6335",4,29,1
"6336",6,32,1
"6337",4,35,1
"6338",4,63,1
"6339",-6,32,-6
"6340",-6,35,-6
"6341",4,68,1
"6342",4,31,2
"6343",4,50,1
"6344",2,77,2
"6345",4,41,1
"6346",4,37,1
"6347",4,50,1
"6348",4,40,-1
"6349",4,35,1
"6350",5,25,2
"6351",4,30,5
"6352",-6,65,-6
"6353",1,68,1
"6354",-6,53,-6
"6355",4,78,1
"6356",2,40,1
"6357",1,47,2
"6358",-6,44,-6
"6359",4,66,2
"6360",2,76,1
"6361",-6,67,-6
"6362",4,-9,5
"6363",4,68,1
"6364",4,76,1
"6365",4,64,-9
"6366",6,29,1
"6367",1,44,1
"6368",2,36,2
"6369",1,52,2
"6370",-5,33,1
"6371",-2,51,2
"6372",2,25,1
"6373",4,66,2
"6374",-6,38,-6
"6375",2,42,2
"6376",4,65,2
"6377",2,55,-1
"6378",4,20,1
"6379",2,75,2
"6380",4,26,-1
"6381",4,36,2
"6382",4,34,-1
"6383",1,39,1
"6384",6,21,-1
"6385",4,38,1
"6386",-6,34,-6
"6387",4,67,1
"6388",4,63,-1
"6389",4,41,1
"6390",-6,75,-6
"6391",4,68,1
"6392",1,73,1
"6393",4,20,1
"6394",4,31,1
"6395",4,34,1
"6396",1,32,2
"6397",4,50,1
"6398",4,-9,1
"6399",4,33,2
"6400",4,65,2
"6401",1,71,2
"6402",4,34,1
"6403",4,54,-1
"6404",4,66,-1
"6405",4,44,1
"6406",-6,52,-6
"6407",-6,70,-6
"6408",4,34,2
"6409",4,43,2
"6410",4,36,-1
"6411",4,58,1
"6412",1,-9,2
"6413",4,75,1
"6414",1,53,2
"6415",2,65,1
"6416",4,52,1
"6417",4,35,1
"6418",4,63,-1
"6419",3,28,-9
"6420",4,33,-1
"6421",4,57,2
"6422",-6,65,-6
"6423",4,65,2
"6424",2,48,1
"6425",4,25,1
"6426",4,64,2
"6427",1,80,1
"6428",1,49,-1
"6429",4,67,1
"6430",7,59,1
"6431",2,39,2
"6432",4,61,-1
"6433",1,40,-1
"6434",2,52,1
"6435",4,46,1
"6436",4,51,2
"6437",4,-9,1
"6438",1,63,2
"6439",4,31,-1
"6440",1,80,2
"6441",2,80,2
"6442",4,51,1
"6443",2,59,-1
"6444",4,55,1
"6445",-6,29,-6
"6446",4,20,-1
"6447",6,80,2
"6448",2,47,-1
"6449",4,28,1
"6450",2,48,2
"6451",2,63,1
"6452",4,33,-1
"6453",4,55,1
"6454",4,29,1
"6455",4,51,-1
"6456",2,38,1
"6457",-6,-9,-6
"6458",1,80,2
"6459",3,34,1
"6460",6,43,-1
"6461",1,41,1
"6462",4,51,2
"6463",2,58,2
"6464",-6,35,-6
"6465",4,55,2
"6466",4,35,1
"6467",4,38,1
"6468",1,39,1
"6469",4,39,2
"6470",1,60,-1
"6471",1,56,2
"6472",-6,60,-6
"6473",4,-9,1
"6474",4,32,1
"6475",4,24,1
"6476",1,42,-1
"6477",2,72,1
"6478",5,35,1
"6479",2,-9,2
"6480",4,30,1
"6481",4,60,2
"6482",1,71,1
"6483",4,63,1
"6484",4,33,2
"6485",1,27,2
"6486",4,44,2
"6487",4,62,1
"6488",1,80,2
"6489",4,63,1
"6490",1,43,2
"6491",-6,78,-6
"6492",-6,73,-6
"6493",5,18,1
"6494",6,31,1
"6495",4,19,-1
"6496",2,70,2
"6497",4,35,1
"6498",4,74,-1
"6499",1,37,-1
"6500",4,37,-1
"6501",4,73,1
"6502",4,57,-1
"6503",4,21,1
"6504",4,29,3
"6505",4,52,2
"6506",4,33,2
"6507",4,40,4
"6508",4,80,1
"6509",4,30,1
"6510",4,29,1
"6511",4,40,2
"6512",4,74,1
"6513",4,25,-1
"6514",2,64,-1
"6515",4,50,1
"6516",1,48,1
"6517",6,25,-1
"6518",1,80,3
"6519",-6,60,-6
"6520",4,72,1
"6521",4,69,1
"6522",4,19,12
"6523",4,80,1
"6524",1,49,1
"6525",2,54,2
"6526",4,46,1
"6527",4,80,1
"6528",4,29,2
"6529",2,27,-1
"6530",6,23,-1
"6531",1,-9,2
"6532",2,-9,-1
"6533",2,77,2
"6534",1,68,-1
"6535",2,77,2
"6536",1,80,-1
"6537",4,68,2
"6538",4,73,1
"6539",4,36,1
"6540",4,26,2
"6541",3,46,-9
"6542",4,55,-1
"6543",4,35,2
"6544",4,41,4
"6545",4,26,1
"6546",4,-9,1
"6547",-6,65,-6
"6548",-6,80,-6
"6549",4,59,4
"6550",4,58,1
"6551",4,45,2
"6552",4,-9,1
"6553",1,53,1
"6554",3,-9,1
"6555",4,41,1
"6556",4,34,1
"6557",2,36,1
"6558",1,-9,1
"6559",3,69,2
"6560",4,29,1
"6561",3,30,1
"6562",4,66,3
"6563",4,75,1
"6564",4,69,1
"6565",2,73,2
"6566",2,52,1
"6567",2,32,2
"6568",1,76,2
"6569",4,55,2
"6570",-6,80,-6
"6571",3,28,2
"6572",4,49,1
"6573",4,52,2
"6574",4,68,1
"6575",2,19,1
"6576",4,80,-1
"6577",4,51,1
"6578",2,77,2
"6579",-6,64,-6
"6580",4,65,2
"6581",4,33,2
"6582",4,30,1
"6583",2,38,2
"6584",4,66,1
"6585",2,20,2
"6586",1,80,2
"6587",1,72,2
"6588",4,67,1
"6589",1,48,2
"6590",4,21,1
"6591",4,78,2
"6592",6,34,3
"6593",-2,80,-1
"6594",-6,34,-6
"6595",1,41,2
"6596",4,73,1
"6597",1,38,1
"6598",2,69,2
"6599",2,76,2
"6600",4,53,2
"6601",4,49,2
"6602",-6,40,-6
"6603",4,80,1
"6604",4,28,-1
"6605",1,57,2
"6606",4,71,1
"6607",4,38,1
"6608",-6,79,-6
"6609",4,36,1
"6610",-6,21,-6
"6611",6,42,1
"6612",4,61,2
"6613",4,53,1
"6614",4,-9,2
"6615",1,79,1
"6616",4,63,2
"6617",1,37,1
"6618",-6,64,-6
"6619",4,63,-1
"6620",7,56,1
"6621",-6,40,-6
"6622",4,56,2
"6623",4,77,1
"6624",4,26,2
"6625",1,80,2
"6626",-6,43,-6
"6627",-6,28,-6
"6628",1,33,1
"6629",2,67,2
"6630",2,61,1
"6631",4,48,1
"6632",-6,62,-6
"6633",4,55,1
"6634",-7,67,-7
"6635",4,36,-1
"6636",3,78,-1
"6637",4,36,1
"6638",4,64,1
"6639",3,45,2
"6640",4,38,-1
"6641",6,24,-1
"6642",4,65,2
"6643",-6,-9,-6
"6644",4,37,1
"6645",2,58,2
"6646",4,62,1
"6647",4,44,1
"6648",4,54,-1
"6649",4,42,5
"6650",4,37,-1
"6651",4,-9,-1
"6652",3,32,1
"6653",2,67,2
"6654",4,19,1
"6655",3,33,3
"6656",-6,63,-6
"6657",1,55,2
"6658",4,-9,2
"6659",-6,80,-6
"6660",4,27,2
"6661",4,38,-1
"6662",4,46,-1
"6663",2,48,-9
"6664",-6,60,-6
"6665",4,37,-1
"6666",4,49,1
"6667",2,80,1
"6668",-7,39,-7
"6669",4,27,4
"6670",4,61,2
"6671",4,37,-1
"6672",4,69,2
"6673",4,19,1
"6674",4,55,1
"6675",4,72,1
"6676",5,20,1
"6677",4,65,2
"6678",3,69,1
"6679",1,79,1
"6680",4,27,1
"6681",4,53,1
"6682",1,35,-1
"6683",1,59,1
"6684",4,47,1
"6685",6,39,1
"6686",4,64,-1
"6687",1,76,2
"6688",4,61,-1
"6689",4,70,2
"6690",4,80,-9
"6691",4,67,2
"6692",4,24,2
"6693",-6,51,-6
"6694",1,34,2
"6695",1,43,1
"6696",1,51,1
"6697",4,63,-9
"6698",-6,37,-6
"6699",1,75,1
"6700",4,71,2
"6701",-6,27,-6
"6702",1,80,1
"6703",4,52,1
"6704",4,68,1
"6705",4,19,1
"6706",4,57,1
"6707",4,58,1
"6708",4,40,2
"6709",4,30,2
"6710",4,59,2
"6711",4,71,1
"6712",4,73,2
"6713",4,-9,1
"6714",-6,73,-6
"6715",4,68,1
"6716",1,47,2
"6717",2,63,-1
"6718",3,48,3
"6719",1,59,-1
"6720",4,35,-1
"6721",2,73,1
"6722",4,56,2
"6723",4,70,1
"6724",4,80,1
"6725",4,34,-1
"6726",2,72,1
"6727",2,59,1
"6728",4,61,1
"6729",4,69,1
"6730",-6,-9,-6
"6731",4,74,1
"6732",-6,50,-6
"6733",1,31,1
"6734",-6,62,-6
"6735",-7,60,-7
"6736",-6,63,-6
"6737",1,56,1
"6738",6,32,-1
"6739",4,65,1
"6740",2,59,2
"6741",4,77,1
"6742",1,69,2
"6743",2,26,2
"6744",4,-9,2
"6745",2,38,1
"6746",4,30,1
"6747",4,60,1
"6748",4,36,1
"6749",1,68,-9
"6750",4,26,2
"6751",1,80,2
"6752",4,32,1
"6753",4,-9,-1
"6754",-6,80,-6
"6755",1,31,1
"6756",4,37,-1
"6757",4,26,-1
"6758",2,20,-1
"6759",1,72,2
"6760",2,65,2
"6761",4,47,2
"6762",1,18,-1
"6763",4,27,3
"6764",4,48,1
"6765",-7,74,-7
"6766",4,69,2
"6767",1,52,1
"6768",-7,63,-7
"6769",4,58,1
"6770",4,55,2
"6771",4,80,1
"6772",4,46,1
"6773",1,77,2
"6774",2,-9,-1
"6775",3,56,2
"6776",4,42,1
"6777",2,63,2
"6778",1,24,2
"6779",4,42,2
"6780",4,67,1
"6781",4,78,1
"6782",4,65,-1
"6783",4,25,1
"6784",4,24,1
"6785",1,40,2
"6786",1,60,-1
"6787",2,48,-1
"6788",4,32,-1
"6789",4,49,2
"6790",4,71,1
